,Unnamed: 0,name,year,runtime,genre,rating,metascore,timeline,votes,gross
0,0,The Shawshank Redemption,1994,142,Drama,9.3,80.0,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","2,394,059",$28.34M
1,1,The Godfather,1972,175,"Crime, Drama",9.2,100.0,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,"1,658,439",$134.97M
3,3,The Dark Knight,2008,152,"Action, Crime, Drama",9.0,84.0,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.","2,355,907",$534.86M
4,4,The Godfather: Part II,1974,202,"Crime, Drama",9.0,90.0,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","1,152,912",$57.30M
5,5,12 Angry Men,1957,96,"Crime, Drama",9.0,96.0,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,"706,079",$4.36M
6,6,The Lord of the Rings: The Return of the King,2003,201,"Action, Adventure, Drama",8.9,94.0,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"1,672,460",$377.85M
7,7,Pulp Fiction,1994,154,"Crime, Drama",8.9,94.0,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","1,862,472",$107.93M
8,8,Schindler's List,1993,195,"Biography, Drama, History",8.9,94.0,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","1,236,213",$96.90M
9,9,Inception,2010,148,"Action, Adventure, Sci-Fi",8.8,74.0,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,"2,113,984",$292.58M
10,10,Fight Club,1999,139,Drama,8.8,66.0,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,"1,892,181",$37.03M
11,11,The Lord of the Rings: The Fellowship of the Ring,2001,178,"Action, Adventure, Drama",8.8,92.0,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"1,693,187",$315.54M
12,12,Forrest Gump,1994,142,"Drama, Romance",8.8,82.0,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.","1,851,357",$330.25M
13,13,"The Good, the Bad and the Ugly",1966,178,Western,8.8,90.0,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,"700,347",$6.10M
14,14,The Lord of the Rings: The Two Towers,2002,179,"Action, Adventure, Drama",8.7,87.0,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","1,512,442",$342.55M
15,15,The Matrix,1999,136,"Action, Sci-Fi",8.7,73.0,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","1,710,438",$171.48M
16,16,Goodfellas,1990,146,"Biography, Crime, Drama",8.7,90.0,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.","1,042,578",$46.84M
17,17,Star Wars: Episode V - The Empire Strikes Back,1980,124,"Action, Adventure, Fantasy",8.7,82.0,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.","1,178,844",$290.48M
18,18,One Flew Over the Cuckoo's Nest,1975,133,Drama,8.7,84.0,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.","933,318",$112.00M
19,19,Parasite,2019,132,"Comedy, Drama, Thriller",8.6,96.0,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,"608,406",$53.37M
20,20,Interstellar,2014,169,"Adventure, Drama, Sci-Fi",8.6,74.0,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,"1,558,558",$188.02M
21,21,City of God,2002,130,"Crime, Drama",8.6,79.0,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","709,284",$7.56M
22,22,Spirited Away,2001,125,"Animation, Adventure, Family",8.6,96.0,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.","670,674",$10.06M
23,23,Saving Private Ryan,1998,169,"Drama, War",8.6,91.0,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","1,262,408",$216.54M
24,24,The Green Mile,1999,189,"Crime, Drama, Fantasy",8.6,61.0,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.","1,173,460",$136.80M
25,25,Life Is Beautiful,1997,116,"Comedy, Drama, Romance",8.6,59.0,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.","636,745",$57.60M
26,26,Se7en,1995,127,"Crime, Drama, Mystery",8.6,65.0,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.","1,477,013",$100.13M
27,27,The Silence of the Lambs,1991,118,"Crime, Drama, Thriller",8.6,85.0,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","1,298,483",$130.74M
28,28,Star Wars: Episode IV - A New Hope,1977,121,"Action, Adventure, Fantasy",8.6,90.0,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.","1,250,920",$322.74M
30,30,Seven Samurai,1954,207,"Action, Adventure, Drama",8.6,98.0,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,"321,308",$0.27M
34,34,Whiplash,2014,106,"Drama, Music",8.5,88.0,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"738,672",$13.09M
35,35,The Intouchables,2011,112,"Biography, Comedy, Drama",8.5,57.0,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","778,379",$13.18M
36,36,The Prestige,2006,130,"Drama, Mystery, Sci-Fi",8.5,66.0,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","1,215,602",$53.09M
37,37,The Departed,2006,151,"Crime, Drama, Thriller",8.5,85.0,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"1,212,956",$132.38M
38,38,The Pianist,2002,150,"Biography, Drama, Music",8.5,85.0,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"748,697",$32.57M
39,39,Gladiator,2000,155,"Action, Adventure, Drama",8.5,67.0,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"1,366,190",$187.71M
40,40,American History X,1998,119,Drama,8.5,62.0,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,"1,049,308",$6.72M
41,41,The Usual Suspects,1995,106,"Crime, Mystery, Thriller",8.5,77.0,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.","1,007,527",$23.34M
42,42,Léon: The Professional,1994,110,"Action, Crime, Drama",8.5,64.0,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","1,056,159",$19.50M
43,43,The Lion King,1994,88,"Animation, Adventure, Drama",8.5,88.0,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","961,309",$422.78M
44,44,Terminator 2: Judgment Day,1991,137,"Action, Sci-Fi",8.5,75.0,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg.","1,010,778",$204.84M
45,45,Cinema Paradiso,1988,155,"Drama, Romance",8.5,80.0,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,"236,441",$11.99M
47,47,Back to the Future,1985,116,"Adventure, Comedy, Sci-Fi",8.5,87.0,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.","1,081,797",$210.61M
48,48,Once Upon a Time in the West,1968,165,Western,8.5,80.0,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"307,736",$5.32M
49,49,Psycho,1960,109,"Horror, Mystery, Thriller",8.5,97.0,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.","615,511",$32.00M
50,50,Rear Window,1954,112,"Mystery, Thriller",8.5,100.0,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,"452,067",$36.76M
51,51,Casablanca,1942,102,"Drama, Romance, War",8.5,100.0,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"530,400",$1.02M
52,52,Modern Times,1936,87,"Comedy, Drama, Family",8.5,96.0,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"222,623",$0.16M
53,53,City Lights,1931,87,"Comedy, Drama, Romance",8.5,99.0,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","171,097",$0.02M
54,54,Capharnaüm,2018,126,Drama,8.4,75.0,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","68,968",$1.66M
55,55,Joker,2019,122,"Crime, Drama, Thriller",8.4,59.0,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.","998,809",$335.45M
58,58,Your Name.,2016,106,"Animation, Drama, Fantasy",8.4,79.0,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?","208,863",$5.02M
60,60,Spider-Man: Into the Spider-Verse,2018,117,"Animation, Action, Adventure",8.4,87.0,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","400,000",$190.24M
61,61,Avengers: Endgame,2019,181,"Action, Adventure, Drama",8.4,78.0,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","874,948",$858.37M
62,62,Avengers: Infinity War,2018,149,"Action, Adventure, Sci-Fi",8.4,68.0,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"877,735",$678.82M
63,63,Coco,I 2017,105,"Animation, Adventure, Drama",8.4,81.0,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","405,773",$209.73M
64,64,Django Unchained,2012,165,"Drama, Western",8.4,81.0,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.","1,388,935",$162.81M
65,65,The Dark Knight Rises,2012,164,"Action, Adventure",8.4,78.0,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.","1,545,023",$448.14M
66,66,3 Idiots,2009,170,"Comedy, Drama",8.4,67.0,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","354,804",$6.53M
68,68,WALL·E,2008,98,"Animation, Adventure, Family",8.4,95.0,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","1,019,165",$223.81M
69,69,The Lives of Others,2006,137,"Drama, Mystery, Thriller",8.4,89.0,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","365,313",$11.29M
70,70,Oldboy,2003,120,"Action, Drama, Mystery",8.4,77.0,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.","526,864",$0.71M
71,71,Memento,2000,113,"Mystery, Thriller",8.4,80.0,A man with short-term memory loss attempts to track down his wife's murderer.,"1,144,823",$25.54M
72,72,Princess Mononoke,1997,134,"Animation, Action, Adventure",8.4,76.0,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","352,513",$2.38M
74,74,Indiana Jones and the Raiders of the Lost Ark,1981,115,"Action, Adventure",8.4,85.0,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.","897,322",$248.16M
75,75,The Shining,1980,146,"Drama, Horror",8.4,66.0,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","917,316",$44.02M
76,76,Apocalypse Now,1979,147,"Drama, Mystery, War",8.4,94.0,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"617,196",$83.47M
77,77,Alien,1979,117,"Horror, Sci-Fi",8.4,89.0,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.","802,900",$78.90M
79,79,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,Comedy,8.4,97.0,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,"457,287",$0.28M
85,85,1917,2019,119,"Drama, Thriller, War",8.3,78.0,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","460,797",$159.23M
88,88,The Hunt,2012,115,Drama,8.3,77.0,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","292,306",$0.69M
89,89,A Separation,2011,123,Drama,8.3,95.0,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"225,106",$7.10M
90,90,Incendies,2010,131,"Drama, Mystery, War",8.3,80.0,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"155,335",$6.86M
94,94,Inglourious Basterds,2009,153,"Adventure, Drama, War",8.3,69.0,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","1,297,579",$120.54M
95,95,Eternal Sunshine of the Spotless Mind,2004,108,"Drama, Romance, Sci-Fi",8.3,89.0,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.","927,213",$34.40M
96,96,Amélie,2001,122,"Comedy, Romance",8.3,69.0,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","713,537",$33.23M
97,97,Snatch,2000,102,"Comedy, Crime",8.3,55.0,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","794,366",$30.33M
98,98,Requiem for a Dream,2000,102,Drama,8.3,68.0,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,"779,993",$3.64M
99,99,American Beauty,1999,122,Drama,8.3,84.0,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"1,084,775",$130.10M
100,100,Good Will Hunting,1997,126,"Drama, Romance",8.3,70.0,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","879,683",$138.43M
101,101,Children of Heaven,1997,89,"Drama, Family, Sport",8.3,77.0,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.","67,349",$0.93M
102,102,Toy Story,1995,81,"Animation, Adventure, Comedy",8.3,95.0,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,"904,659",$191.80M
103,103,Braveheart,1995,178,"Biography, Drama, History",8.3,68.0,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"972,846",$75.60M
104,104,Reservoir Dogs,1992,99,"Crime, Drama, Thriller",8.3,79.0,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","935,555",$2.83M
105,105,Full Metal Jacket,1987,116,"Drama, War",8.3,76.0,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"686,189",$46.36M
107,107,Aliens,1986,137,"Action, Adventure, Sci-Fi",8.3,84.0,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.","662,821",$85.16M
108,108,Amadeus,1984,160,"Biography, Drama, History",8.3,88.0,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.","374,880",$51.97M
109,109,Scarface,1983,170,"Crime, Drama",8.3,65.0,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","758,287",$45.60M
110,110,Star Wars: Episode VI - Return of the Jedi,1983,131,"Action, Adventure, Fantasy",8.3,58.0,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.","966,109",$309.13M
111,111,Das Boot,1981,149,"Adventure, Drama, Thriller",8.3,86.0,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.","235,495",$11.49M
112,112,Taxi Driver,1976,114,"Crime, Drama",8.3,94.0,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.","740,978",$28.26M
113,113,The Sting,1973,129,"Comedy, Crime, Drama",8.3,83.0,Two grifters team up to pull off the ultimate con.,"245,333",$159.60M
114,114,A Clockwork Orange,1971,136,"Crime, Drama, Sci-Fi",8.3,77.0,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","769,687",$6.21M
116,116,2001: A Space Odyssey,1968,149,"Adventure, Sci-Fi",8.3,84.0,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.","614,397",$56.95M
118,118,Lawrence of Arabia,1962,228,"Adventure, Biography, Drama",8.3,100.0,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","272,610",$44.82M
119,119,The Apartment,1960,125,"Comedy, Drama, Romance",8.3,94.0,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","167,535",$18.60M
120,120,North by Northwest,1959,136,"Adventure, Mystery, Thriller",8.3,98.0,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,"303,834",$13.28M
121,121,Vertigo,1958,128,"Mystery, Romance, Thriller",8.3,100.0,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,"371,271",$3.20M
122,122,Singin' in the Rain,1952,103,"Comedy, Musical, Romance",8.3,99.0,A silent film production company and cast make a difficult transition to sound.,"222,996",$8.82M
125,125,Double Indemnity,1944,107,"Crime, Drama, Film-Noir",8.3,95.0,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,"146,157",$5.72M
126,126,Citizen Kane,1941,119,"Drama, Mystery",8.3,100.0,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.","412,313",$1.59M
128,128,Metropolis,1927,153,"Drama, Sci-Fi",8.3,98.0,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","162,702",$1.24M
133,133,Green Book,2018,130,"Biography, Comedy, Drama",8.2,69.0,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,"404,395",$85.08M
140,140,Tangerines,2013,87,"Drama, War",8.2,73.0,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.","42,486",$0.14M
145,145,The Secret in Their Eyes,2009,129,"Drama, Mystery, Romance",8.2,80.0,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,"196,892",$6.39M
147,147,Shutter Island,2010,138,"Mystery, Thriller",8.2,63.0,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.","1,159,812",$128.01M
148,148,Up,2009,96,"Animation, Adventure, Comedy",8.2,88.0,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","953,389",$293.00M
151,151,The Wolf of Wall Street,2013,180,"Biography, Crime, Drama",8.2,75.0,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","1,223,700",$116.90M
152,152,Chak De! India,2007,153,"Drama, Family, Sport",8.2,68.0,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.","75,354",$1.11M
153,153,There Will Be Blood,2007,158,Drama,8.2,93.0,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","529,322",$40.22M
154,154,Pan's Labyrinth,2006,118,"Drama, Fantasy, War",8.2,98.0,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.","627,650",$37.63M
155,155,Toy Story 3,2010,103,"Animation, Adventure, Comedy",8.2,92.0,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","769,773",$415.00M
157,157,Batman Begins,2005,140,"Action, Adventure",8.2,70.0,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.","1,332,341",$206.85M
159,159,Downfall,2004,156,"Biography, Drama, History",8.2,82.0,"
Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","336,095",$5.51M
160,160,Howl's Moving Castle,2004,119,"Animation, Adventure, Family",8.2,80.0,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","344,958",$4.71M
161,161,A Beautiful Mind,2001,135,"Biography, Drama",8.2,72.0,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.","864,508",$170.74M
163,163,"Lock, Stock and Two Smoking Barrels",1998,107,"Action, Comedy, Crime",8.2,66.0,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.","543,924",$3.90M
164,164,L.A. Confidential,1997,138,"Crime, Drama, Mystery",8.2,90.0,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","540,567",$64.62M
166,166,Heat,1995,170,"Crime, Drama, Thriller",8.2,76.0,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,"590,079",$67.44M
167,167,Casino,1995,178,"Crime, Drama",8.2,73.0,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.","476,054",$42.44M
168,168,Unforgiven,1992,130,"Drama, Western",8.2,85.0,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""","382,336",$101.16M
169,169,Indiana Jones and the Last Crusade,1989,127,"Action, Adventure",8.2,65.0,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.","702,228",$197.17M
171,171,My Neighbor Totoro,1988,86,"Animation, Family, Fantasy",8.2,86.0,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","300,331",$1.11M
172,172,Die Hard,1988,132,"Action, Thriller",8.2,72.0,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"804,404",$83.01M
173,173,Ran,1985,162,"Action, Drama, War",8.2,96.0,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.","115,331",$4.14M
174,174,Raging Bull,1980,129,"Biography, Drama, Sport",8.2,89.0,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","327,227",$23.38M
178,178,Monty Python and the Holy Grail,1975,91,"Adventure, Comedy, Fantasy",8.2,91.0,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","507,518",$1.23M
179,179,Chinatown,1974,130,"Drama, Mystery, Thriller",8.2,92.0,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.","300,280",$8.49M
180,180,For a Few Dollars More,1965,132,Western,8.2,74.0,Two bounty hunters with the same intentions team up to track down a Western outlaw.,"236,872",$15.00M
181,181,The Great Escape,1963,172,"Adventure, Drama, History",8.2,86.0,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,"228,420",$12.10M
184,184,Some Like It Hot,1959,121,"Comedy, Music, Romance",8.2,98.0,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","247,967",$25.00M
187,187,Dial M for Murder,1954,105,"Crime, Thriller",8.2,75.0,A former tennis player tries to arrange his wife's murder after learning of her affair.,"161,530",$0.01M
189,189,Rashomon,1950,88,"Crime, Drama, Mystery",8.2,98.0,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.","155,672",$0.10M
190,190,All About Eve,1950,138,Drama,8.2,98.0,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"122,532",$0.01M
191,191,The Treasure of the Sierra Madre,1948,126,"Adventure, Drama, Western",8.2,98.0,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,"116,199",$5.01M
195,195,Portrait of a Lady on Fire,2019,122,"Drama, Romance",8.1,95.0,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","71,018",$3.76M
197,197,"Three Billboards Outside Ebbing, Missouri",2017,115,"Comedy, Crime, Drama",8.1,88.0,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,"449,744",$54.51M
199,199,The Handmaiden,2016,145,"Drama, Romance, Thriller",8.1,84.0,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","120,567",$2.01M
